word,zipf,length,start,direction,path
OLIO,2.01,4,F4-L4,N+W,F4-L4 -> E3-L4 -> D2-L4 -> C1-L4
RAWS,2.01,4,C2-L4,S+E+OUT,C2-L4 -> D3-L3 -> E4-L2 -> F5-L1
BWH,2.01,3,D4-L1,E+IN,D4-L1 -> E4-L2 -> F4-L3
CGE,2.01,3,C2-L5,S+E+OUT,C2-L5 -> D3-L4 -> E4-L3
DLI,2.01,3,E4-L4,N,E4-L4 -> E3-L4 -> E2-L4
EIU,2.01,3,B3-L5,S+E,B3-L5 -> C4-L5 -> D5-L5
ESN,2.01,3,A3-L2,N+IN,A3-L2 -> A2-L3 -> A1-L4
ESN,2.01,3,B6-L5,N+E+OUT,B6-L5 -> C5-L4 -> D4-L3
ILD,2.01,3,E2-L4,S,E2-L4 -> E3-L4 -> E4-L4
IOE,2.01,3,E2-L4,S+W+IN,E2-L4 -> D3-L5 -> C4-L6
LEB,2.01,3,A3-L3,OUT,A3-L3 -> A3-L2 -> A3-L1
LIR,2.01,3,B4-L4,S+E+IN,B4-L4 -> C5-L5 -> D6-L6
LLD,2.01,3,A5-L4,N+E,A5-L4 -> B4-L4 -> C3-L4
NNA,2.01,3,D4-L3,N+W,D4-L3 -> C3-L3 -> B2-L3
UCO,2.01,3,D6-L2,N+E+IN,D6-L2 -> E5-L3 -> F4-L4
WGS,2.01,3,C3-L1,N+W,C3-L1 -> B2-L1 -> A1-L1
WRE,2.01,3,C3-L6,W,C3-L6 -> B3-L6 -> A3-L6
ANCE,2.00,4,B1-L2,IN,B1-L2 -> B1-L3 -> B1-L4 -> B1-L5
RATI,2.00,4,D6-L6,OUT,D6-L6 -> D6-L5 -> D6-L4 -> D6-L3
AEE,2.00,3,A4-L2,N,A4-L2 -> A3-L2 -> A2-L2
AEE,2.00,3,D4-L4,N+E+IN,D4-L4 -> E3-L5 -> F2-L6
AEE,2.00,3,D6-L5,W,D6-L5 -> C6-L5 -> B6-L5
AHC,2.00,3,D3-L3,N+W+OUT,D3-L3 -> C2-L2 -> B1-L1
CTB,2.00,3,C4-L1,S+W,C4-L1 -> B5-L1 -> A6-L1
EEH,2.00,3,A2-L4,E+IN,A2-L4 -> B2-L5 -> C2-L6
EIF,2.00,3,A2-L4,S,A2-L4 -> A3-L4 -> A4-L4
EIF,2.00,3,C6-L5,N+W+OUT,C6-L5 -> B5-L4 -> A4-L3
EIF,2.00,3,C4-L6,W+OUT,C4-L6 -> B4-L5 -> A4-L4
EIF,2.00,3,A6-L6,N+OUT,A6-L6 -> A5-L5 -> A4-L4
ILF,2.00,3,C4-L5,W+OUT,C4-L5 -> B4-L4 -> A4-L3
KUA,2.00,3,D2-L3,W,D2-L3 -> C2-L3 -> B2-L3
PNE,2.00,3,E2-L6,S+W,E2-L6 -> D3-L6 -> C4-L6
RRA,2.00,3,F1-L3,S+W,F1-L3 -> E2-L3 -> D3-L3
RRA,2.00,3,E6-L4,OUT,E6-L4 -> E6-L3 -> E6-L2
UAA,2.00,3,D6-L2,N+IN,D6-L2 -> D5-L3 -> D4-L4
UAA,2.00,3,D6-L2,E,D6-L2 -> E6-L2 -> F6-L2
UAA,2.00,3,D5-L5,N+OUT,D5-L5 -> D4-L4 -> D3-L3
